id,shop_name,shop_name_branch,shop_name_official,shop_name_kana,rating_value,rating_cnt,addr_region,addr_local,street_addr,latitude,longitude,tel,ramendb_url,opening_hors,regular_holiday,nearest_station,menu,memo,official_site,facebook,twitter,instagram
11,ラーメン二郎,相模大野店,ラーメン二郎 相模大野店,らーめんじろう,97.132,564,神奈川県,相模原市南区,相模大野6-14-9 MKプラザⅡ 103号,35.52993103159012,139.43293411284913,不明,https://ramendb.supleks.jp/s/2420.html,"火～金曜 10:30～14:00／17:30～21:00
土曜、営業できる日曜 10:30～15:00
※麺切れ終了有り。又、営業時間が変更になる場合もあるので、訪問前は公式サイト等にて確認要",月曜、（不定休=営業できない日曜、祝祭日、台風上陸、大雪予報）,小田急小田原線、小田急江ノ島線『相模大野駅』（511m）,"(麺量=少なめ:約210g、ラーメン:約300g、大:約450g)
少なめラーメン 770円
ラーメン 770円
大ラーメン 890円

＊注意＊
麺半分を注文したい場合：少なめラーメンの食券を購入し、提示時に「少なめより少なめ」とお申し付けください。

ブタ入り +230円 
つけ麺 +150円
お茶漬け～麺 +200円
賄い +200円

極上生たまご +80円
すき焼きタレ生たまご +100円
和っ!カレー +100円","ラーメン二郎直系店。元力士が店主。

・行列での待ち合わせ合流(横入り)厳禁
・1人で食事がとれないお子様の入店不可(且つ、お1人様1杯制)
・店内待ち可(待ち席無し。出口を塞がない様、入口付近に4～5名)
・店内待ち時に食券確認が入る場合があり、店外待ちから店内待ちになった際に、食券を購入した方が良い(店外待ちがない場合は、店内に入った時)
・連席可(男同士の連席は不可)。但し、一人席優先。

・麺の固さ/脂抜き/ブタなし/野菜抜き/麺マシ等の対応は不可
・野菜増量等の無料トッピングサービスは提供直前に店主より確認有(事前申請しない様注意)。
・コールは『ニンニク、ヤサイ、アブラ、カラメ、そのまま(ニンニク不要+ヤサイ等増量不要時)』とシンプルに応答。『マシ(マシマシ・全増し)』のコール不可。尚、ニンニク不要時でヤサイコール等する場合『ニンニク無し(抜き)』の申請は不要(あくまでシンプルにコール)。

・箸はエコ箸と割箸の2種有り。レンゲ有り
・店外に飲料の自販機有り(黒烏龍茶 160円)
・臨時休業や営業時間変更があるので、公式サイト、Facebook、Twitter等確認要",http://sumoji.jp/,https://www.facebook.com/sumojiro,https://twitter.com/sumo_jiro,
12,ラーメン二郎,小岩店,ラーメン二郎 小岩店,らーめんじろう,97.002,777,東京都,江戸川区,西小岩3-31-13,35.73491803064632,139.88002365145485,非公開,https://ramendb.supleks.jp/s/3387.html,"10:30～15:00
※麺切れにて終了",土/日/祝日,JR中央・総武緩行線『小岩駅』（246m）,"半分(豚2枚) 690円
少なめ(豚2枚) 740円
小ラーメン(豚2枚) 790円
大ラーメン(豚2枚) 890円

豚増し券(豚2枚) 150円(1人1枚のみ)
脂っKOIWA 80円(1人1枚のみ)
缶ウーロン 100円

[コール等について]
麺の硬め指定はできません。
「マシ」「マシマシ」「タブル」等は対応していません。

脂っKOIWAとは、小鉢に味付け固形アブラとほぐし赤身が盛り付けられたものです。","食券は入店時に購入します。
並んでいるときに店員さんが麺量を聞きに来ることがあります。
「小」「麺少なめ」「麺半分」「大」など自分が注文するものを伝えてください。
列の先頭になったら入店し、食券を買って券売機前のスペースに待機。席が空いたら着席します。
店内待ちは先頭の1人のみです。
それ以降は店先にあるポールまで並び、さらに列が伸びている場合は隣のビルの駐車場前は必ず空けて、その先にある②と貼られた三角コーン以降に並んでください。",,,https://twitter.com/koiwajiro,
13,ラーメン二郎,西台駅前店,ラーメン二郎 西台駅前店,らーめんじろう,96.934,106,東京都,板橋区,蓮根3-9-7,35.7868703,139.6747901,非公開,https://ramendb.supleks.jp/s/113862.html,"11:00～13:30／17:30～21:30
[土] 9:30〜12:30
※売り切れ次第終了",水曜、日曜、祝日,都営三田線『西台駅』（75m）,"ラーメン小（麺350g、豚130g）770円
ラーメン少なめ（麺280g、豚130g）770円
ラーメン半分（麺180g、豚130g）750円
ラーメン大（麺460g、豚130g）850円
ミニラーメン（麺160g、豚60g）660円

■不定期(お店の公式Twitter確認要)
油そば小 900円
油そば少なめ 880円
油そば半分 850円

玉子 50円
うずら（5個）100円
青ネギ、白ネギ 各100円
ショウガ 100円
豚増し 200円
シビれ 50円
SK 100円 ＊4種類の唐辛子がスープに溶け込み辛くなります

缶ビール 350円
缶チューハイ 200円",,,https://www.facebook.com/jironishidai/,https://twitter.com/jiro_nishidai,
14,ラーメン二郎,中山駅前店,ラーメン二郎 中山駅前店,らーめんじろう,96.748,771,神奈川県,横浜市緑区,台村町 309-1 土井ビル1F,35.51306838611007,139.53864935785725,非公開,https://ramendb.supleks.jp/s/30935.html,11:00～14:00／18:00～21:30,木曜,JR横浜線、横浜市高速鉄道4号線『中山駅』（209m）,"小ラーメン ぶた2枚入り 780円
小ラーメン ぶた5枚入り 880円
大ラーメン ぶた2枚入り 880円
大ラーメン ぶた5枚入り 980円
「つけ麺、ねぎ汁なし」などに変更 +100円 (週替わりで1種類を提供)
生卵 50円
ピリ辛にらだれ 50円

【無料トッピングサービス】
ニンニク(有無)・野菜(増し)・アブラ(多め)・カラメ(濃いめ)
※少なめorマシマシも対応","2010年12月OPENの二郎直系。店主は関内店・野猿店等にて修行。
・店内待ち可(店内待ち席無し。5～6名ほどが店内待ち。以降は外待ち)
・麺マシ／麺少なめ／麺半分、麺かため、脂少なめ、味薄めは食券確認時に申請
・無料トッピングサービスは提供直前に店員から聞かれた際に申請
・箸は割箸。
・卓上調味料＝黒コショウ、唐辛子
・小さなお子さん用に取り分け皿を用意してくれます
・店外に飲料の自販機有り(黒烏龍茶 180円)
・臨時休業の場合有り(公式ツイッター参照)",,,https://twitter.com/NKYMJIRO,
15,ラーメン二郎,栃木街道店,ラーメン二郎 栃木街道店,らーめんじろう,96.619,513,栃木県,下都賀郡,壬生町本丸2-15-67,36.422784607329,139.7948884964,非公開,https://ramendb.supleks.jp/s/12524.html,"[平日] 11:30～14:45 18:00～21:00
[土] 11:30～15:30
※いずれも麺切れにて終了",日曜定休、祝祭日不定休,東武宇都宮線『壬生駅』（902m）,"ラーメン 750円
ラーメン豚入り 900円
ラーメン豚入りダブル 950円

大ラーメン 850円
大ラーメン豚入り 1000円
大ラーメン豚入りダブル 1050円

normal 750円 (女性の方、お子様向けの麺少なめメニュー。豚増しは現金対応)

つけ麺(夏季限定。ピリ辛ごま油風味) +150円
TARO(つけ麺味のラーメン。Tsukemen Aji Ramen jirOの略) +100円

生玉子 50円
うずら(5コ) 100円
ショウガ 50円
岩下のピリ辛らっきょう 100円(現金)
カツオくん 100円
鰹ぶし 50円(現金)","・TAROは辛さ調節ができます。甘くすることも可能。
食券確認時に「辛さ増しで」「甘いので」などと伝えて下さい。

・カツオくんはラーメンの上にパウダー状の鰹節を振りかけたもの。

・鰹ぶしは小袋に入った鰹節を店員さんから渡されます。",,https://www.facebook.com/tochigikaidoten,https://twitter.com/Tochigikaidoten,
16,ラーメン二郎,千住大橋駅前店,ラーメン二郎 千住大橋駅前店,らーめんじろう,96.549,729,東京都,足立区,千住橋戸町 10-8,35.742554817756115,139.79706611484482,非公開,https://ramendb.supleks.jp/s/19341.html,11:00〜15:00,木土日祝,京成本線『千住大橋駅』（18m）,"小ラーメン 750円
小豚 900円
大ラーメン 850円
大豚 1,000円

生たまご  50円


【21/4/21現在はやっていません】
＊平日15時〜17時限定： 賄い裏メニューSS（汁捨て。別皿でスープ付き）
大盛り不可
トッピングはラーメンと同じ、プラスでゴマ油かエビ油を後でこちらからお聞きします
ご希望の方は食券の横に50円を無言で置いて下さい！","※並ぶ前に食券を購入の事
※麺かため不可
※レンゲなし
※入口すぐ右上にティッシュあり
※卓上調味料は胡椒と一味唐辛子
※野菜マシマシ（ダブル）コールは通るが、量はマシと同じ
※店の横の自販機で黒烏龍茶350mlが売っています
※ワンオペの事が多く、待ち時間の目安は「待ち人数4人毎に15分」です
店外1〜4番目で食べ始めまで15〜30分
5〜8番目で30〜45分
9〜12番目で45〜60分、、、
という具合です


情報はmerumo終了でTwitterに移行",,,https://twitter.com/senjujirou26,
17,麺屋 歩夢,,麺屋 歩夢,めんや あゆむ,96.547,252,神奈川県,相模原市中央区,淵野辺本町3-29-13,35.574080165491594,139.40669340674594,不明,https://ramendb.supleks.jp/s/108722.html,"火〜土…11:00〜22:00
日…11:00～15:00",月曜日,JR横浜線『淵野辺駅』（1.2km）,"小ラーメン 800円
大ラーメン 900円
辛い小ラーメン 900円
辛い大ラーメン 1000円
ミニラーメン 750円

小汁無し 880円
大汁無し 980円
辛い小汁無し 980円
辛い大汁無し 1080円

小つけ麺 900円
大つけ麺 1000円
辛い小つけ麺 1000円
辛い大つけ麺 1100円

生卵 50円
生卵W 100円
のり 100円
のりW 200円
味玉 100円
魚粉 100円
ショウガ 50円
ショウガW 100円
チーズ 100円
チーズW 200円
カレー味 50円
豚1枚 100円

【現金トッピング】
ネギ、辛ネギ、メンマ、粉チーズ、フライドオニオン 各100円

豚ハーフ 1000円
豚一本 2000円


お土産ラーメン(麺300g、豚2枚入りスープ)850円","豚星。で助手をしていた店主さんによるお店。
配膳時に下記トッピング確認有り。
・ニンニク
・野菜
・アブラ
・カラメ→卓上ボトルで
定休日明けの火曜日のスープは通常の豚骨2倍の日",,,https://twitter.com/menya_ayumu,
18,ハイマウント,,ハイマウント,はいまうんと,96.515,218,栃木県,小山市,八幡町1-1-18,36.310512797445206,139.79846648224373,不明,https://ramendb.supleks.jp/s/78347.html,"11:30〜14:00頃／18:00〜21:00頃
[日] 11:30〜15:00頃
※材料なくなり次第終了",月曜,東北新幹線、山形新幹線など『小山駅』（740m）,"ラーメン並：870円
ラーメン中：920円
ラーメン大：1020円

まぜそば並：880円
まぜそば中：980円
まぜそば大：1080円

小豚増し：120円 1枚
コッコマン:120円
UZURA（5個）:100円
濃厚チーズ（3枚）：100円
魚粉：50円
ホットマン：150円
ナシナシ(サプリ)：￥150

ラーメン無料トッピング
ヤサイ・ニンニク・アブラ・課長・ネギ

まぜそば無料トッピング
ニンニク・チーズ・ベビースター・エビマヨ・辛味・アブラ・課長

麺は浅草開花楼      青ラベルカネシ醤油使用。

※並ぶ前に食券を購入！
  麺少なめ、半分、硬め、柔らかめは、食券を渡す際にお伝え下さい！",店主は「ジャンクガレッジ本店」出身！,,,https://twitter.com/himount229,
19,ラーメン英二,,ラーメン英二,らーめんえいじ,96.512,230,東京都,府中市,晴見町3-1-5,35.6822691,139.4791775,非公開,https://ramendb.supleks.jp/s/72958.html,"11:30～14:30／17:30～20:30
※材料切れ等で、早期終了が多いので注意","定休：日曜
不定休：土曜・祝日",JR武蔵野線『北府中駅』（685m）,"ラ－メン（豚2枚）850円
ラーメン（豚1枚）800円
ミニラ－メン（豚1枚）800円
大ラ－メン（豚2枚）950円
大ラーメン（豚1枚）850円
汁なし＋130円

刻み生姜 50円
生たまご 50円
マー油 100円
チーズ 100円

ミニ…200gくらい 
ラーメン…350gくらい
大ラーメン…450gくらい","2014年1月OPENの二郎系
・席が空いていても店員さんから案内がありますのでそのままお待ちください
・入口左手に券売機有り
・給水はセルフ(入口左手、券売機の奥に給水機有り)。箸は割箸
・店内満席時、待ち席有り(入口右手に3席程度有り)
・麺固め不可
・無料トッピングは提供前に店員さんから声が掛かった時にコール
・無料トッピングラーメン＆つけ麺『ヤサイ・ニンニク・アブラ・カラメ』
・無料トッピングつけ麺専用『山椒（四川花椒）』

・無料トッピング汁なし『ニンニク・アブラ・フライ(フライドオニオン)・海苔(韓国のり)・辛味（唐辛子）・カツオ（鰹節）・エビマヨ・ネギ』からコール
※5つ以上の場合は『〇〇以外』と伝えて頂くと早いです、スープ割りはできません
・卓上調味料：GABANブラックペッパー、醤油",,,https://twitter.com/ra_meneiji,
20,ラーメン二郎,荻窪店,ラーメン二郎 荻窪店,らーめんじろう,96.360,500,東京都,杉並区,荻窪4-33-1,35.703595505326945,139.6262969076655,非公開,https://ramendb.supleks.jp/s/2638.html,"11:30～14:30頃／18:00～22:00頃
※麺切れにて終了",土日祝,JR中央線(快速)、JR中央・総武緩行線など『荻窪駅』（564m）,"ラーメン 750円
豚増しラーメン 900円
生卵 50円
味付け玉子 50円
ねぎメンマ 100円","列に並ぶ前に食券を購入してください。
複数人で行く場合は全員が揃ってから並んでください。
並んでいるときに店員さんが麺量を聞きに来ることがあります。
「麺少なめ」「麺半分」「小」「大」「麺硬め」など伝えてください。
箸は割りばし。レンゲ、ティッシュは食券機近くにまとめて置いてあります。
ティッシュは店内にあるゴミ箱に捨ててください。
厨房内の撮影は禁止です。
食事時間は15分程度でお願いします。
混雑時は店主から声を掛けられる場合があります。

2016年1月17日に店主交代にてリニューアルOPEN。",http://ogkb26.tumblr.com,,,
21,ラーメンの店 どでん,北浦和店,ラーメンの店 どでん 北浦和店,らーめんのみせ どでん,96.159,429,埼玉県,さいたま市緑区,三室1207-4,35.879963023560315,139.67268554232788,048-607-1129,https://ramendb.supleks.jp/s/62438.html,"18:00〜24:00
[土・日・祝] 11:00〜14:00／18:00〜24:00
※各ラストオーダー","水曜日
（臨時休業のお知らせは店内、Twitter及びメルマガ、ブログにて）",,"ラーメン    (350g) ¥850
ラーメン少  (280g) ¥800
ラーメン半分(170g) ¥800

油そば 大(400g) ¥900
油そば 中(300g) ¥880
油そば 少(200g) ¥850

※グラム数は茹で前のものです。
※麺少なめの食券で、麺半分や1/3もできます。
  麺半分以下の場合、生玉子またはゆで玉子のサービスが可能です。

有料トッピング
 生玉子   ¥50
 ゆで玉子 ¥50
 魚粉     ¥50
 小口ネギ ¥50

 味玉(半熟)   ¥100
 麺増し(150g) ¥100
 味ネギ       ¥100
 メンマ       ¥100
 南部せんべい ¥100

 ローストポーク1枚 100円
 豚増し ¥350

ドリンク(店舗前の自動販売機の持込み可)
 缶ビール ¥350
 黒烏龍茶 ¥170
伊右衛門特茶190

※お土産ブタ（チャーシュー）
 1本  ¥1400
 ハーフ ¥800
 味付きあぶら付き

★無料トッピング★
ラーメン
 にんにく(あり・なし)
 やさい(まし)
 あぶら(まし)
油そば
 にんにく(あり・なし)
 あぶら(まし)
 生卵（あり・なし）

カラメは卓上のタレにてお好みで。
※2021年4月15日一部更新","【通販】https://doden.official.ec/


閉店したラーメン富士丸 北浦和店が屋号を変えて独立。
2014年5月1日より価格改定( http://ameblo.jp/doden1105/ )
メルマガ(不定期):00609668s@merumo.ne.jp
つけ麺 どでん開店に伴い2015年4月16日でつけ麺販売終了。4月17日より油そばがレギュラーメニューに。",,,https://twitter.com/doden1207,
22,ラーメンの店 どでん,北浦和店,ラーメンの店 どでん 北浦和店,らーめんのみせ どでん,96.159,429,埼玉県,さいたま市緑区,三室1207-4,35.879963023560315,139.67268554232788,048-607-1129,https://ramendb.supleks.jp/s/62438.html,"18:00〜24:00
[土・日・祝] 11:00〜14:00／18:00〜24:00
※各ラストオーダー","水曜日
（臨時休業のお知らせは店内、Twitter及びメルマガ、ブログにて）",,"ラーメン    (350g) ¥850
ラーメン少  (280g) ¥800
ラーメン半分(170g) ¥800

油そば 大(400g) ¥900
油そば 中(300g) ¥880
油そば 少(200g) ¥850

※グラム数は茹で前のものです。
※麺少なめの食券で、麺半分や1/3もできます。
  麺半分以下の場合、生玉子またはゆで玉子のサービスが可能です。

有料トッピング
 生玉子   ¥50
 ゆで玉子 ¥50
 魚粉     ¥50
 小口ネギ ¥50

 味玉(半熟)   ¥100
 麺増し(150g) ¥100
 味ネギ       ¥100
 メンマ       ¥100
 南部せんべい ¥100

 ローストポーク1枚 100円
 豚増し ¥350

ドリンク(店舗前の自動販売機の持込み可)
 缶ビール ¥350
 黒烏龍茶 ¥170
伊右衛門特茶190

※お土産ブタ（チャーシュー）
 1本  ¥1400
 ハーフ ¥800
 味付きあぶら付き

★無料トッピング★
ラーメン
 にんにく(あり・なし)
 やさい(まし)
 あぶら(まし)
油そば
 にんにく(あり・なし)
 あぶら(まし)
 生卵（あり・なし）

カラメは卓上のタレにてお好みで。
※2021年4月15日一部更新","【通販】https://doden.official.ec/


閉店したラーメン富士丸 北浦和店が屋号を変えて独立。
2014年5月1日より価格改定( http://ameblo.jp/doden1105/ )
メルマガ(不定期):00609668s@merumo.ne.jp
つけ麺 どでん開店に伴い2015年4月16日でつけ麺販売終了。4月17日より油そばがレギュラーメニューに。",,,https://twitter.com/doden1207,
23,千里眼,,千里眼,せんりがん,96.101,747,東京都,目黒区,駒場4-6-8 佐藤ビル1F,35.6640339192063,139.6784735950869,03-3481-5773,https://ramendb.supleks.jp/s/23650.html,11:00～14:00／17:00～21:00,水曜,小田急小田原線『東北沢駅』（515m）,"ラーメン 780円（豚1枚入） 300g
ラーメン大880円 400g
味玉ラーメン880円（豚1枚、味玉1個）300g
味玉ラーメン大980円 400g

ニンニクザンマイ 880円（豚1枚入）250g
ニンニクザンマイ（大）980円（豚1枚入）350g
※販売休止中
胡麻香る辛つけ麺円（豚1枚入）300g
胡麻香る辛つけ麺円400g
※販売休止中
冷やし中華（少なめ）円 200g 
冷やし中華（普通）円 250g
冷やし中華（大）円 350g


追加豚1枚100円
追加豚2枚200円
追加豚3枚300円
(お1人様3枚まで)

味玉 100円
生卵 50円（お椀で提供）
スキヤキ100円
スキヤキダブル150円

黒ウーロン茶 170円
食事の脂にこの1本 140円
アサヒスーパードライ 260円

無料トッピングはヤサイ、ニンニク、ショウガ、アブラ、辛揚げ
*辛揚げは天かすに2種類の唐辛子をまぶしたもの
*カラメは卓上にカラメボトルが設置された為、コールからは外されました

#マシ、マシマシ通ります（トッピングを聞かれた時に申請）
#麺少なめ、麺硬め、麺軟らかめ、脂少なめ可能（食券提出時に申請）","【通販】https://senrigaaan.com/
【千里眼からのお願い】
近隣の住民の方からの苦情で警察や区から指導が入っております。
ゴミやタバコのポイ捨て、大きな声での話し声や笑い声は恐れ入りますがご注意下さいませ。
※複数名でご来店のお客様へ。
列の中でのお待ち合わせはご遠慮ください。
皆様お揃いになってからお並び下さるようお願いいたします。",https://senrigaaan.com/,http://www.facebook.com/senrigaaan,https://twitter.com/senrigaaan,
24,麺屋 味方,,麺屋 味方,めんや みかた,96.018,209,東京都,港区,新橋4-6-10,35.66475096441295,139.7555593190143,非公開,https://ramendb.supleks.jp/s/109708.html,"7:00～9:00
11:00～16:00
18:00～21:00
[土] 10:00～14:00
※売り切れ次第終了",日曜・祝日,JR東海道本線(東京～熱海)、JR山手線など『新橋駅』（317m）,"【麺類】
ラーメン 800円
（無料トッピング 野菜・ニンニク・アブラ・カラメ）

汁なし 900円
（無料トッピング 野菜・ニンニク・アブラ・カラメ
フライドオニオン・マヨネーズ・ゆずコショウ・ごま油）

ラーメン(辛) 900円
（無料トッピング 野菜・ニンニク・
アブラ・カラメ・花椒（山椒の実）・一味唐辛子）

ラーメン(塩) 900円
（無料トッピング 野菜・ニンニク・アブラ・
ゆず（ゆず皮ペースト）・ゆず胡椒・わさび）

ラーメン(女性限定) 500円

【トッピング】
豚(ばら)1枚 200円
豚(うで)1枚 200円
■各50円
玉子、生玉子、温玉、うずら(3個)、
タマネギ(スライス)、タマネギ(きざみ)、
しょうが、ねぎ、カレー粉、かつおぶし
■各80円
辛液、花椒油
■各100円
キムチ、チーズ、のり(5枚)

【その他】
コカ・コーラ 120円
からだすこやか茶W 170円
アイスコーヒー 150円
コーヒー 100円

まかないサンド500円
（朝7:00～9:00販売・テイクアウト可）","麺量選択可能（ゆで前100g〜500gまで、50g単位。ゆで上がり約1.7倍）
※200g以上希望の方は完食をお願いします。",,,,https://www.instagram.com/menyamikata
25,自家製麺 No11,,自家製麺 No11,じかせいめん なんばーじゅういち,95.875,141,東京都,板橋区,大山金井町14-12,35.74491468812805,139.70798399019566,03-3959-3811,https://ramendb.supleks.jp/s/119422.html,"[月～金] 11:00～16:00
[土・日] 12:00～16:00
※2021年、3／10-3／21
平日・土曜 11:00〜15:00,17:30〜19:30
日曜 12:00〜16:00",火曜、第4水曜,東武東上線『下板橋駅』（620m）,"ラーメン 850円
豚増しラーメン 1150円

野菜増し 60円
あぶら増し 30円
生玉子 60円
とろり味玉 100円
生姜ダレ 50円
自家製辛 50円 
あぶら入りメンマ 150円

缶ビール 400円
ウーロンハイ 400円

【無料トッピング】
ちょい野菜、ニンニク、ちょいアブラ","店主木村氏はラーメン富士丸にて修行経験あり。
食券を買ってから並ぶ。
食券は先渡し、並び中は店員さんが回収しに来ます。
そこで麺量申告→普通、少なめ、半分。3分の1も対応可能だそうです。",https://ramen-no11.com,,https://twitter.com/masamix111,
26,ラーメン二郎,湘南藤沢店,ラーメン二郎 湘南藤沢店,らーめんじろう,95.785,554,神奈川県,藤沢市,本町1丁目10-14,35.343020643255606,139.48223378509041,非公開,https://ramendb.supleks.jp/s/25545.html,"11:00～14:30／17:00～20:00（L.O.19:30）
[土] 11:00～15:00
※売り切れ次第終了",日曜日,JR東海道本線(東京～熱海)、小田急江ノ島線など『藤沢駅』（650m）,"ラーメン(2枚) 780円
豚入り(5枚) 880円
大ラーメン(2枚) 880円
大豚入り(5枚) 980円

つけ麺 +50円(夏季限定)
汁無し +100円(つけ麺提供時は中止)

生卵(別皿可) 50円
味付うずら4個 100円
粉チーズ 100円
ニラキムチ 100円
わけネギキムチ 100円

【テイクアウト】
1セット(麺600g、スープ3人前、豚6枚) ￥2000
1セット(麺600g、スープ3人前) ￥1500
生麺(600g) ￥500
豚6枚 ￥500
1本豚 ￥2000","・店主は(『ラーメン二郎 横浜関内店』出身。店主弟は『ラーメン二郎 亀戸店』現店主)
・店内待ち可(併せて、1軒隣に待合室有)
・麺マシ／麺少なめ／麺半分、脂少なめ、味薄めは食券確認時に申請
・麺硬め不可(19'4時点)",,,https://twitter.com/fujiro_2430,
27,ラーメン二郎,越谷店,ラーメン二郎 越谷店,らーめんじろう,95.667,270,埼玉県,越谷市,越ヶ谷2-3-7,35.89017370684393,139.78765982784807,不明,https://ramendb.supleks.jp/s/115782.html,"昼の部11:00～15:00
夜の部17:30～20:00
ラストオーダー20:00
[日] 10:00～15:00",火曜日,東武伊勢崎線『越谷駅』（322m）,"小ラーメン      700円
小ラーメン豚入り 850円
※麺量約350g
大ラーメン      800円
大ラーメン豚入り 950円
※麺量約550g

汁なし変更券（生卵一個つき） 100円
塩汁なし（生卵一個つき） 150円
チーズ100円
生卵 50円（現金追加可能）
キムチ 100円
お土産一本豚 1500円

麺カタメ・麺量少なめ・麺量半分(女性客の場合は、麺3分の1に減らすことが可能)は食券提示時に申請。",トイレは飛散防止のため男性も座ってしてください。,,,https://twitter.com/ksgy26,
28,ラーメン二郎,環七一之江店,ラーメン二郎 環七一之江店,らーめんじろう,95.512,819,東京都,江戸川区,一之江8-3-4,35.684091140654,139.88195300102,非公開,https://ramendb.supleks.jp/s/1124.html,"[平日] 11:00〜14:00／17:30〜20:30
[土、日、祝] 10:00〜14:00
※売り切れ次第終了",水曜日、不定休,都営新宿線『一之江駅』（236m）,"ぶた2枚入 小ラーメン 700円
ぶた5枚入 小ラーメン 800円
ぶたダブル 小ラーメン 900円
ぶた2枚入 大ラーメン 800円
ぶた5枚入 大ラーメン 900円
ぶたダブル 大ラーメン 1000円
汁なしラーメン 700円
汁なし大ラーメン 800円
豚増し 100円(汁なし専用)
豚ダブル 200円(〃)
味付玉子 100円
生たまご 50円
焼のり 50円（現金）

麺の硬めとトッピングのマシ、マシマシができません。
汁なしラーメンのみトッピングに魚粉が追加できます。","列先頭らへんに来ると店員さんから注文を聞かれると思うので、麺の量と種類を伝えて下さい。
卓上には胡椒、一味唐辛子、粗挽き唐辛子があります。",,,https://twitter.com/ichinoejiro,
29,ラーメン二郎,品川店,ラーメン二郎 品川店,らーめんじろう,95.485,619,東京都,品川区,北品川1-18-5,35.623976670378404,139.74305078387738,03-3474-4026,https://ramendb.supleks.jp/s/338.html,"平日 11:00〜14:30／17:00〜21:00
土曜日 11:00〜14:00
※麺切れ終了アリ",日・祝日,京急本線『北品川駅』（388m）,"小 750円
小ブタ 850円
小ダブル 950円
大 850円
大ブタ 950円
大ダブル 1050円

煮玉子 100円
ネギ入り 100円


＊鍋できます。(19/5/4時点)
「開店前に鍋でお願いしたい旨伝え、時間を指定して取りに来る」 or 「閉店間際に鍋でお願いしたい旨伝え、そのまま作ってもらう」という流れです。


【無料トッピング】
野菜多め（ダブル・トリプル・タワー）、脂多め、カラメ（味濃いめ）、ニンニク","※列に並ぶ時は、弁当屋方向に並ばないようにしましょう。

※食券は、席が空いて店に入る前に購入する。

※無料トッピングは提供直前に聞かれます。麺上げされたら、トッピング担当の店員さんの動きから目を離さないようにしましょう。「ニンニク入れますか?」と問いかけず、すっと手をかざすだけの場合があります。
希望がない時は「普通で」。

※麺少なめ、脂少なめ、味薄めは食券提出時に申請。

※コールなしでも、一般的な店よりもボリュームあります。初心者にも差別せず盛ってくれるので、野菜多めにした場合は残さないように心がけましょう。


公式メルマガ：a0001676490@mobile.mag2.com

価格改定のお知らせ

この度、昨今の食材費等の高騰に伴い、2020年11月より50円の値上げをさせて頂く事となりました。   
何卒ご了承下さいますとともに、変わらぬご愛顧いただきますようお願い申し上げます。店主",,,https://twitter.com/shinagawa26,
30,ラーメン二郎,川越店,ラーメン二郎 川越店,らーめんじろう,95.463,403,埼玉県,川越市,旭町1-4-15,35.9027259,139.4765893,非公開,https://ramendb.supleks.jp/s/97949.html,11:00～14:00／18:00～21:00,"日曜夜営業
月曜終日",JR川越線、東武東上線『川越駅』（736m）,"小ラーメン 750円
小豚ラーメン 900円
大ラーメン 850円
大豚ラーメン 1000円

2020年6月12日(金)より
麺の量(サイズ)目安方式となっています。

新ラーメン：旧小ラーメンの半分程度
新ラーメン+麺増し：旧小ラーメン程度
新ラーメン+麺増し×2：旧大ラーメン程度

麺増し券は、2枚まででお願い致します。
豚増し券は、1枚まででお願い致します。


汁なし(生玉子入り) +80円
つけ麺 +100円(夏期限定)

ラー油 50円
紅生姜 50円
生卵 50円
うずら 100円
チーズ 100円(現金)
限定1 100円
限定2 50円
※限定のトッピングはその日によって異なります。
食券機右上のホワイトボードに記載されるのでご確認ください。","店内待ちあり。出入口右側の壁に沿って待ちます。
注文したラーメン以外の店内撮影は禁止。
汁なしには最初から生玉子がトッピングされます。
初めての方、食に自信がない方は麺少なめ・麺半分を強く推奨します。
店頭・店内に自販機があります。


【お知らせ (2020年6月12日)】

店の近隣などに嘔吐があり、近隣の住民の方からクレーム
保健所より指導がありましたので、ラーメンのサイズを変更致しました。
ご迷惑お掛けしますが、ご理解、ご協力お願い致します。",https://kwge26.tumblr.com/,,https://twitter.com/kwge26,
