id,shop_name,shop_name_branch,shop_name_official,shop_name_kana,ramendb_url,rating_value,rating_cnt,addr_region,addr_local,street_addr,latitude,longitude,tel,opening_hors,regular_holiday,nearest_station,menu,memo,official_site,facebook,twitter,instagram
92,めんじろ,,めんじろ,めんじろ,https://ramendb.supleks.jp/s/97077.html,88.860,125,茨城県,水戸市,平須町1820-263,36.32879693586936,140.44002440368752,非公開,11:30～15:30／18:00～22:30,水曜,,"ミニめんじろ 750円
（麺150g、豚約1枚付、-50円引き）
めんじろ 800円
（麺200g、豚約2枚付）
大めんじろ 830円
（麺300g、豚約2枚付、+30円増し）
以下メニューにも同様にミニ・大が有り
味噌めんじろ 880円
まぜめんじろ 900円
つけめんじろ 900円
＜トッピング等＞
麺増し 200円（400g以上、食べきれる量）
豚増し 200円
味玉、うずら、ニラキムチ、チーズ 各100円
生たまご、生姜、玉ぎね、魚粉、カレー粉 各50円","＜無料トッピング＞
野菜（入ってます）マシ・マシマシ
アブラ マシ・マシマシ
カラメ（醤油ダレ）マシ・マシマシ
ニンニク（入ってます）マシ・マシマシ・抜き
（店員さんがホワイトボード持参で注文聴いてくる）",,,https://twitter.com/SZeath,
93,ラーメン寿々㐂,,ラーメン寿々㐂,らーめんすずき,https://ramendb.supleks.jp/s/96913.html,88.597,83,栃木県,さくら市,北草川1-1-7,36.6893811,139.95040070000005,不明,11:00～14:00／17:00～20:00（L.O.15分前）,水曜日、日曜日の夜の部,JR東北本線『氏家駅』（1.3km）,"ミニラーメン（200g）650円
小ラーメン（370g）700円


うずら5個 100円(食券と現金100円を高台へ)

【無料トッピング】
ニンニク、アブラ、カラメ",,,,https://twitter.com/suzuki_ujiie,
94,特級中華蕎麦 洋介,,特級中華蕎麦 洋介,とっきゅうちゅうかそば ようすけ,https://ramendb.supleks.jp/s/112762.html,88.441,116,茨城県,つくば市,上横場244-1,36.0529424,140.08455619999995,不明,11:30〜14:30／18:00〜22:00,火曜,,"中華そば 810円
濃い中華そば 860円
洋二郎 890円
辛 洋二郎 990円
洋介つけそば（並200g）890円
台湾ませそば（追い飯付き） 880円
お子様ラーメン 410円
豚つけそば 890円
その他限定メニューあり

【トッピング】
特製トッピング 250円
麺大盛り100gプラス 100円
味玉 100円
海苔 100円
メンマ 160円
玉ねぎ 50円
窯焼きチャーシャー2枚
トロ豚1枚 100円
肩ロース1枚
塩らっきょう 70円
激辛唐辛子 70円
つくね3個 100円
海老油 50円
バター 100円
生タマゴ 50円
背油増し 50円
うずら（洋二郎専用） 100円
辛ミンチ増し（辛いラーメン専用） 100円
野菜増し（洋二郎専用） 100円
チーズ（洋二郎専用） 100円
レディース限定デザート 50円


【サイドメニュー】
ライス 160円
半ライス 110円
チャーシャー丼 300円
EBIライス 260円
EBIスタ丼 320円
餃子 300円

【ドリンクメニュー】
瓶ビール 500円
アルコール各種 350円
コカコーラ 150円
黒烏龍茶 200円",,,,https://twitter.com/yousuke20181111,
95,ラーメン二郎,仙川店,ラーメン二郎 仙川店,らーめんじろう,https://ramendb.supleks.jp/s/2748.html,88.277,346,東京都,調布市,仙川町1-10-17,35.66178965599334,139.58387609570684,03-3326-0311,"17:00～21:00
※売り切れ次第終了",日曜、祝日,京王線『仙川駅』（107m）,"麺少なめ 700円
ラーメン 700円
豚入りラーメン 900円
大盛ラーメン 800円
大盛豚入りラーメン 1000円

トッピング増量
ヤサイ・ニンニク・アブラ・カラメ (マシマシ非対応)
※場合によっては、店主の都合により野菜増しは出来ない事があります。
※麺少なめを注文している方は、野菜増しは出来ません。","21/11/20現在、鍋二郎できません。
その代わりテイクアウトやってます。
鍋などの容器持参不要、豚とスープが容器に入れてあり、麺は生麺を家で自分で茹でるタイプ。

【重要】
・先に食券を購入してから並ぶ。
・子連れお断り。

【知っておくと便利】
・カウンター10席で、1ロットの杯数が6杯/4杯と繰り返されます。
待ち時間の目安は、行列人数×1.5分。

・麺固め／柔らかめ可能。食券提示時に要申告。
店外並びの際に「食券を見せてください」と麺量を聞かれた時か、入店しカウンターに食券を置く際に申告する事。",,,https://twitter.com/senjiro26,
96,らーめん 陸,尾山台店,らーめん 陸 尾山台店,らーめん  りく,https://ramendb.supleks.jp/s/56154.html,88.233,141,東京都,世田谷区,等々力1-30-16,35.6037579,139.6515127,不明,"11:30～14:30／18:00～21:00
土・日・祝 11:30～15:00",月曜,東急大井町線『尾山台駅』（416m）,"らーめん 700円(大盛 750円/少なめ 650円)
味玉らーめん 800円(大盛 850円/少なめ 750円)
豚増しらーめん 910円(大盛 960円/少なめ 860円)
つけめん 800円(大盛 850円/少なめ 750円)
塩つけめん 800円(大盛 850円/少なめ 750円)
(麺量＝少なめ：180g、普通：270g、大盛：400g)

カツオの削り節 50円
生卵 50円
味付玉子 100円
キムチ 100円
豚増し 210円

サントリー黒烏龍茶 170円","2012年4月OPENの二郎系。らーめん陸の支店。2013年2月26日より夜営業開始
・店内入口左手に券売機有り
・満席時は店内待ち可。6席待ち席有り
・麺のかたさ、野菜の量、油の量、味の濃さ(カラメ)は、食券提示時に事前申告(ニンニク、一味唐辛子はカウンターに有)
・箸はエコ箸。レンゲ有。水はセルフ
・卓上調味料＝刻み生ニンニク、醤油ダレ、一味唐辛子、胡椒

環八沿いのコインパーキングが満車の場合は、尾山台交差点からハッピーロード尾山台に入り1つめの交差点右折した右手にコインパーキングあり。ただしハッピーロード尾山台商店街はPM4～6時の間、歩行者天国になるので要注意。",,,https://twitter.com/riku_oyamadai,
97,用心棒 本号,,用心棒 本号,ようじんぼう ほんごう,https://ramendb.supleks.jp/s/29760.html,88.212,292,東京都,文京区,向丘1-20-6 ファミール本郷1F,35.717771908829,139.75782036781,03-3817-0120,"月～土11:00〜15:00／17:00〜21:00
日曜日11:00～15:45",,東京メトロ南北線『東大前駅』（24m）,"ラーメン300g780円（豚1枚入）
味玉ラーメン300g880円（豚1枚、味玉1個）
※各種中盛り（350g)は50円マシ大盛り（400gor500g）は100円マシ
まぜそば（少なめ）200g830円（豚1枚入）
まぜそば（普通）300g880円（豚1枚入）
まぜそば（大）400g980円（豚1枚入）

販売休止中※
冷やしまぜそば（少なめ）200g円
冷やしまぜそば（普通）300g円
冷やしまぜそば（大）400g円

追加豚1枚100円（お一人様2枚まで）




味玉 100円
生玉子50円","【通販】https://senrigaaan.com/
コールは席番で、「ヤサイ、ニンニク、アブラ、ショウガ、辛たま（辛く味付けしたタマネギ）or辛あげ（辛く味付けした揚げ玉）まぜそば専用トッピング〈ガリマヨ〉」
○カラメは卓上にカラメボトルが設置された為、コールからは外されました",https://senrigaaan.com/,http://www.facebook.com/youjinbouh,https://twitter.com/youjinbouH,
98,茨城豚そば 特龍,本店,茨城豚そば 特龍 本店,いばらきぶたそば とくりゅう,https://ramendb.supleks.jp/s/120001.html,88.193,69,茨城県,稲敷郡,阿見町阿見600,36.0517433,140.2156351,029-888-8888,11:30〜14:30／18:00〜22:00（L.O.21:30）,不定休,,"豚そば（300g）870円
汁なし（300g）910円
つけそば（300g）900円
※大盛り(150g）無料

【トッピング】
肉増し 300円
野菜増し 60円
背脂 50円
生卵 50円
チーズ 50円
ガリマヨ 50円
辛味 50円
玉ネギ 50円
魚粉 50円
うずら 100円

大ライス 200円
小ライス 100円
ビール 500円


※無料トッピング
【豚そば】
あぶら  普通・ちょい増し
野菜   普通・ちょい増し
にんにく ナシ・増し・増し増し
味の濃さ 普通・カラメ

【汁なし】
あぶら  普通・ちょい増し
野菜   普通・ちょい増し
にんにく ナシ・増し・増し増し
シビれ  アリ・ナシ（山椒）
カリカリ アリ・ナシ（フライドオニオン）
七味   アリ・ナシ

【つけめん】
あぶら  普通・ちょい増し
野菜   普通・ちょい増し
にんにく ナシ・増し・増し増し
七味   アリ・ナシ",,,,https://twitter.com/tokuryuofficial,
99,ラーメン 雷,東京本丸店,ラーメン 雷 東京本丸店,らーめん かみなり,https://ramendb.supleks.jp/s/126219.html,88.182,144,東京都,千代田区,丸の内1-9-1 JR東日本東京駅 グランスタ東京内1F,35.68198868685021,139.76658043213632,03-6268-0906,"8:00～22:00
[日・連休最終日の祝日] 8:00～21:00",年中無休（施設に準ずる）,東海道新幹線、東北新幹線など『東京駅』（79m）,,JRの敷地内なので、列は2分割に並ぶ。並ぶ前に先に食券を購入してください。,https://www.tomita-cocoro.jp/,,,
100,蓮爾,登戸店,蓮爾 登戸店,はすみ,https://ramendb.supleks.jp/s/3785.html,88.095,505,神奈川県,川崎市多摩区,登戸1770,35.620350282998714,139.5616774633546,不明,"《月～金》17:00～23:00 （L.O. 22:45）
《土曜》 11:00～17:00 （L.O. 16:45）",日,小田急小田原線『向ヶ丘遊園駅』（439m）,"ミニラーメン 680円（麺200g、たま・蓮エビ・豚入り選択不可）
小ラーメン 700円（麺370g）
たま小ラーメン 800円
蓮エビ小ラーメン 900円

小つけ麺 850円
たま小つけ麺 900円
蓮エビ小つけ麺 1000円

大盛り 各100円増し（麺量はグラム指定で自己申告制）
豚入り 各150円増し

巻きチャー（炙りも可能） 200円（店内現金）
うずら卵5個 100円（店内現金）
※食券提出時に申告。現金は着席後カウンターに直置き

ラーメン出来上がり時に、
「野菜（増量）」、「ニンニク」、「あぶら」、「からめ（味濃いめ）」
が無料トッピングできます。","最後尾に並ぶとき並んでいる人に（この方が）食券購入したか聞いた方がいい。
もう買ってあるなら食券を買いに店内に入り左方向見えにくいところにある自販機で食券を購入し列に戻る前に食券を店主に渡し人数も申告する。
ご主人から「今並んでいる～人の前に入ってください。」と指示されることがあるが割り込みにならないので戸惑わず言われた通り並ぶ。
また列に戻るときご主人より「最後の人に食券買うよう伝えてください」とも言われるので伝える。
ご主人に食券を渡し、ご主人に指示された通りに並んだ順にラーメンは提供されるのでご主人の言うとおりに並びましょう。
店入口まで来たらご主人より中の町待ちイスかカウンターにすわるよう指示される。

麺は極太めちゃくちゃ固い。割りばし以上の太さで吉田のうどん以上に固め。
店内には「麺の固めはできません」と張り紙があるが言う必要がないぐらいめちゃくちゃ固いので初めての人は柔らか目がいいかもしれない。

超極太麺で量が多いので、初めての方は大盛り要注意!
小ラーメンでも多い方は、食券手渡し時に「麺少なめ」と伝える。
たまラーメンとは、生玉ねぎと魚粉が入ってます。
つけ麺はラー油入り。
つけ麺あつもり可能。申告すれば割りスープもらえます。
豚入りは、早い時間に売り切れになることが多いようです。
レンゲは入口正面給水機のところにあります。",,,https://twitter.com/hasumi_noborito,
101,ラーメンエース,,ラーメンエース,らーめんえーす,https://ramendb.supleks.jp/s/53779.html,88.092,116,東京都,八王子市,中野町2686-11,35.6819181,139.3179439,不明,"11:30～14:30／17:00～21:00
[祝日] 11:30～20:00",日曜,,"ラーメン 650円
ラーメン（少なめ） 650円
ミニラーメン 600円
大ラーメン 750円

ブタラーメン 800円
ブタラーメン（少なめ） 800円
ブタミニラーメン 750円
ブタ大ラーメン 900円

汁なし ＋100円
つけめん ＋100円

生たまご 50円
ショウガ 50円
粉チーズ 100円
うずら味たま（5ヶ） 100円
魚粉 50円
青唐辛子 50円

お土産チャーシュー（500g） 750円","メルマガ:
00598312s@merumo.ne.jp

麺量
ラーメン（300g）
ラーメン少なめ（200g）
ミニラーメン（150g）
大ラーメン（450g）

※駐輪場の場所に2Fカフェ入り口への階段が設置された為
 階段奥に自転車2台ほど停められるそうなのですが
 バイクは狭くて通れなくなった為にバイクの駐輪不可になります。",,https://www.facebook.com/RamenEsu,https://twitter.com/erinberryjam,
102,用心棒 市ヶ谷飯田橋,,用心棒 市ヶ谷飯田橋,ようじんぼう いちがやいいだばし,https://ramendb.supleks.jp/s/119264.html,87.927,49,東京都,新宿区,市谷田町3-8-3 コアクツビル1F,35.696323750202986,139.73901386382363,03-6265-0014,"平日
11:00～21：00（通し営業）
土・祝
11:00～15:45",日曜日,JR中央・総武緩行線、東京メトロ有楽町線など『市ケ谷駅』（442m）,"ラーメン    780円 300g  少なめ 730円 200g 大 880円 400g
まぜそば    880円 300g  少なめ 830円 200g  大 980円 400g
つけ麺   880円 300g 少なめ 200g 830円 大 400g 980円
※冷盛り、熱盛りどちらも出来ます（ヤサイダブル、黒脂の提供は行っておりません）
夏季メニュー
冷やしまぜそば 880円 300g 少なめ 830円 200g 大 980円 400g

豚追加 1枚 100円  2枚 200円
ダブルチーズ 100円 ダブルチーズダブル200円
味玉 100円 生たまご 50円
スキヤキ 100円 スキヤキダブル 150円 ねぎだく100円","【通販】https://senrigaaan.com/
コールはニンニクとショウガのみ
他のトッピングは
食券購入後 卓上のペンで事前に記入

ヤサイ 量を選べる（少なめ 普通 少し増し 増し W（マシマシ）

アブラ（3種類の中から1つを選べる、不要なら未記入）
・背脂
・辛脂（辛く味付けした背脂）
・黒脂（黒マー油）

選んだアブラの量を選べる（少なめ 普通 W（マシマシ）

まぜそば 冷やしまぜそば専用トッピング
ガリマヨ（ガーリックマヨネーズ）",https://senrigaaan.com/,,https://twitter.com/youjinbouii,
103,豚ラーメン,板橋駅前店,豚ラーメン 板橋駅前店,ぶたらーめん,https://ramendb.supleks.jp/s/94776.html,87.897,63,東京都,北区,滝野川7-2-6 白井ビル1F,35.74564971902152,139.7204129785216,不明,"11:30～23:00
日曜11:30～21:00",不定休,JR埼京線『板橋駅』（85m）,"・らーめん 780円
・大らーめん 880円
・ミニらーめん 780円
・まぜそば 820円
・大まぜそば 920円

・味玉 100円
・生たまご 50円
・メンマ 100円
・魚粉 50円
・チーズ 120円
・豚 180円

・辛さ追加
Lv1 30円
Lv2 60円
Lv3 120円
Lv4 180円

・黒ウーロン茶 180円
・ビール 350円",,https://buta-ramen.com/,,https://twitter.com/butaramen,
104,火の豚,人形町駅前店,火の豚 人形町駅前店,ひのぶた,https://ramendb.supleks.jp/s/106817.html,87.779,92,東京都,中央区,日本橋人形町3-7,35.686274201725176,139.7816392692688,不明,"11:00〜21:00（L.O.20:45）
[日] 11:00〜15:00（L.O.14:45）","無休
※夏季、年末年始、臨時休業は必ずTwitterで告知。",東京メトロ日比谷線、都営浅草線『人形町駅』（58m）,"ラーメン 750円
フュージョン 800円
まぜそば 800円
まぜそばフュージョン 850円
つけ麵 800円
つけ麵フュージョン 850円
火の頂 750円
火の頂フュージョン 800円

豚マシ（1枚） 100円
味玉 100円
うずら 100円
火のうずら 150円",蒙麺 火の豚の直営店,,,https://twitter.com/akato_kiiro,
105,らーめんコジマル,,らーめんコジマル,らーめんこじまる,https://ramendb.supleks.jp/s/93222.html,87.698,77,千葉県,茂原市,八千代1-8-7,35.42306794979574,140.2984855164741,0475-36-5646,"11:00〜14:45／18:00〜21:45
[日] 11:00〜14:45／18:00〜20:45",無休,JR外房線『茂原駅』（653m）,"2021年9月現在

らーめん（醤油・塩） 850円
味噌らーめん 900円
まぜそば（醤油・塩） 850円
まぜそばRED 950円
タレそばG 980円
チーズ玉まぜそば 950円
台湾まぜそば 980円
和風油そば 830円
煮干し油そば 950円
台湾まぜそば・ラーメン900円
つけ麺G系・塩 800円
中華そば（醤油・塩） 850円（特製1200円）
特製中華そば（醤油・塩） 1200円
卵かけ麺 500円
Gつけ麺醤油 850円（特製1200円）
塩つけ麺 850円（特製1200円）
淡麗煮干しつけ麺 850円
お子様らーめん 500円

豚増し150円
中盛り50円、大盛り100円
生卵、魚粉、紅生姜、カレー粉 各50円
味玉、ネギ、玉ねぎ、チーズ、辛肉、コーン、海苔5枚 各100円

ライス100円
チャーシュー丼350円
お土産らーめん 850円
チャーシュー弁当 650円
おつまみセット 300円",こだわりの自家製麺,,https://www.facebook.com/kojimaru1981/,https://twitter.com/ra_men_kojimaru,https://www.instagram.com/ra_menkojimaru
106,(株式会社scLabo),,(株式会社scLabo),やごうなし,https://ramendb.supleks.jp/s/129653.html,87.602,48,千葉県,千葉市中央区,中央3丁目9-14,35.60912450000001,140.1238877,不明,"日曜日 二郎系インスパイア専門営業
11:10〜15:30

火曜日 煮干し系専門営業
11:10〜15:00

18:00〜20:30

水曜日 二郎系インスパイア専門営業
11:10〜15:00

18:00〜20:30

金曜日 煮干し系専門営業
11:10〜15:00

18:00〜20:30

土曜日 煮干し系専門営業
11:10〜15:00

18:00〜20:30",月曜、木曜,千葉都市モノレール１号線『葭川公園駅』（345m）,"現在、各曜日にて提供するラーメンが異なります
火曜日、金曜日、土曜日は煮干しダシ専門店
水曜日、日曜日は二郎系インスパイア専門店",零一弐三が屋号なしで復活？,,,https://twitter.com/0123MCsi,
107,豚風。,,豚風。,ぶたかぜ。,https://ramendb.supleks.jp/s/136506.html,87.598,32,東京都,品川区,旗の台3-12-2,35.6051644,139.703624,非公開,11:00〜17:00,火曜日,東急大井町線、東急池上線『旗の台駅』（124m）,"ミニラーメン ￥850
小ラーメン ￥900
小ラーメン 豚4枚 ￥1150
辛麺 ￥1000
辛麺 豚4枚 ￥1250
塩ラーメン ￥950
塩辛 ￥1050
汁無し蕎麦 ￥980
汁無し蕎麦 豚4枚 ￥1230

大盛 ＋￥100
辛麺・限定 汁無し ＋￥80

【数量限定（一日30～40食ほど）】※早ければ13時ごろ売切れ終了。
台湾ラーメン ￥1050
台湾混蕎麦 ￥1100

塩 ＋￥50
豚増し ＋￥250
※現金対応

生卵、生姜 各￥50
味付うずら、のり、魚粉、チーズ、カレー、辛ニラ 各￥100","・豚星。で助手をしていた店主さんによるお店。
・麺硬めは対応不可。
・土日は整理券制。(朝9時から配布。時間指定可能。)
・卓上調味料…酢、唐辛子酢、GABANブラックペッパー
[並び方] http://photozou.jp/photo/show/1771915/268926100
[注意] http://photozou.jp/photo/show/1771915/268926109
[コール] http://photozou.jp/photo/show/1771915/268926108",,,https://twitter.com/araimeshi,
108,かじろうramen7,,かじろうramen7,かじろうらーめんせぶん,https://ramendb.supleks.jp/s/85292.html,87.589,70,千葉県,千葉市若葉区,都賀3-25-7,35.63584771053998,140.15259456140484,非公開,"11:00～14:00／17:30～20:30
[木] 11:00～14:00
※ラストオーダーは各10分前 ※売り切れ次第終了","日曜、月曜
※臨時休業の場合あり",JR総武本線、千葉都市モノレール２号線『都賀駅』（306m）,"ラーメン小（240g・豚2枚）750円
ラーメン小豚（240g・豚4枚） 950円
ラーメン大（360g・豚2枚） 850円
ラーメン大豚（360g・豚4枚） 1050円
ラーメン小（240g・豚1枚）700円 ＊野菜マシ不可
ラーメン200（200g・豚1枚）690円 ＊野菜マシ不可
ラーメンミニ（150g・豚1枚）680円 ＊野菜マシ不可
汁なし変更 ＋100円

つけ麺 小（240g・豚2枚）850円
つけ麺 大（360g・豚2枚） 950円
豚増し（2枚）200円

味玉 100円
生玉子 50円
生卵ダブル 100円
ねぎ 50円
ねぎダブル 100円
魚粉 50円
タマネギ 50円",商品以外は撮影禁止,,,https://twitter.com/kajirian0325,
109,ラーメン イエロー,御徒町店,ラーメン イエロー 御徒町店,らーめん いえろー,https://ramendb.supleks.jp/s/103105.html,87.510,96,東京都,台東区,台東2-7-4 和田ビル1F,35.70280952699629,139.7765390674765,03-3831-7878,"平日11:30～15:00（L.O.有）／18:00～21:00（L.O.有）
土曜日11:30～15:00（L.O.有）／17:00～20:00（L.O.有）",日曜日,JR山手線、JR京浜東北線など『仲御徒町駅』（428m）,"ラーメン 並 850円
ラーメン 並ブタ 1100円
ラーメン 大 950円
ラーメン 大ブタ 1200円

・麺量 並…300g 、少なめ…200g

※麺少なめ・あぶら少なめ・うす味は、食券を渡す際にコール

無料トッピング（店員さんからのコール要請時）
やさい：少なめ・ノーマル・まし・ましまし
にんにく：なし・少なめ・あり・まし・ましまし
あぶら：まし・ましまし

トッピング
ブタ 1枚 150円・2枚 250円
生玉子 50円

卓上調味料：七味唐辛子・一味唐辛子・BP","●『麺屋いなば』の跡地
●自家製麺使用！
●本店は新潟",,,,
110,ラーメンハイキック,,ラーメンハイキック,らーめんはいきっく,https://ramendb.supleks.jp/s/111788.html,87.483,97,埼玉県,富士見市,鶴瀬東1-2-33,35.84821266358674,139.5402923619713,不明,"11:30〜14:30／18:00〜21:00
[日] 11:30〜14:30
※材料が無くなり次第終了",月曜 ※臨時休業はTwitterで確認,東武東上線『鶴瀬駅』（284m）,"ラーメン（並)750円/（中）800円/（大）900円
つけめん（並）800円/（中）850円/（大）950円
汁なし（並）800円/（中）850円/（大）950円
にぼし（並）800円/（中）850円/（大）950円
※麺量：並200g/ 中300g /大400g

【トッピング】
カレー 100円
うずら 100円
チーズ 100円
自家製辛味 100円
メンマ 70円
たまねぎ・生卵・魚粉 各50円
ヤサイマシマシ・アブラマシマシ 各30円

※無料トッピング:ヤサイ・ニンニク・アブラ・カラメ・紅生姜","4月1日より、ヤサイマシマシ（ダブル）アブラマシマシ（ダブル）を有料（30円）とさせて頂きます
ヤサイマシ、アブラマシまでは今まで通り無料です",,,https://twitter.com/ramenhighkick,
111,豚ラーメン,蕨店,豚ラーメン 蕨店,ぶたらーめん,https://ramendb.supleks.jp/s/56285.html,87.442,252,埼玉県,蕨市,中央1-33-8,35.82904532395499,139.68846417668647,048-434-5500,"11:30～15:00／17:00～翌1:00
11:00～14:30／18:00～22:00（日曜日）
※売り切れ次第終了",不定休,JR京浜東北線『蕨駅』（209m）,"らーめん
大らーめん
ミニらーめん
油そば
大油そば
まぜそば
大まぜそば
豚らーめん
大豚らーめん
ミニ豚らーめん
つけめん
大つけめん
ミニつけめん","オーションを使用した自家製麺 カネシ醤油緑ラベル使用

無料トッピング
野菜・にんにく・あぶら・からめ・たまねぎ・魚粉
カレー粉(まぜそばのみ)",https://buta-ramen.com/,,https://twitter.com/butaramen,
112,ラーメン二郎,池袋東口店,ラーメン二郎 池袋東口店,らーめんじろう,https://ramendb.supleks.jp/s/67.html,87.380,704,東京都,豊島区,南池袋2-27-17,35.72827286504686,139.71383314579225,03-3980-0210,10:00～22:30（L.O.）,月曜（※月曜が祝日の場合は営業し、火曜が休み）,JR山手線、JR埼京線など『池袋駅』（234m）,"ラーメン 750円
ブタ入り 850円
ブタW 950円
大ラーメン 850円
大ブタ入り 950円
大ブタW 1050円
まぜそば 850円
大まぜそば 950円
つけめん 850円(夏期限定)
大つけめん 950円(夏期限定)

ブタ増し(2枚) 100円
ほぐし豚 100円
煮玉子 100円
生玉子 50円
チーズ 100円","並んでいるときに店員さんから麺量と硬さを聞かれることがあります。
「小」「大」「かため」「やわめ」など注文するものを伝えてください。
また、着席前にトッピングを聞かれることがたまにあるので、聞かれた場合は伝えてください。
コールの「アブラ」は黒アブラという焦がした感じのアブラです。
白アブラという固形アブラもあり、コール時に店員さんに伝えれば変更可能です。
まぜそばは硬さ変更不可。
トッピングの「辛め」が「からしマヨネーズ」になります。

2013年9月3日、リニューアルオープン。
「ラーメン二郎 三田本店」から暖簾分けした店主が起業した(有)エヌエス・プランニングが運営する異色店舗。他にラーメン二郎 歌舞伎町店も同社運営。",http://www.ramen-jiro.com/,,,
113,麺でる,川崎店808ism,麺でる 川崎店808ism,めんでる,https://ramendb.supleks.jp/s/118887.html,87.218,66,神奈川県,川崎市幸区,小向西町3-56-1,35.54863772091362,139.6882970484794,044-387-0488,"11:30〜15:00／17:00〜20:30
[日・祝] 11:30〜17:00
[月] 11:30〜15:00
※売り切れ次第終了","無休
※夏季休暇と年末年始休あり",JR南武線『鹿島田駅』（1.2km）,"小ラーメン850円、小豚ラーメン1150円、小豚Wラーメン1450円
大ラーメン950円、大豚ラーメン1250円、大豚Wラーメン1550円
プチラーメン800円
小つけ麺950円、大つけ麺1050円
小まぜ麺950円、大まぜ麺1050円
生玉子50円、味玉100円、ネギ（長ネギ細切り味付）100円
ウーロン茶200円、ビンビール500円
ハイボール200円、ストロング200円
麺マシ100円、豚マシ1枚150円
味噌900円、ホアジャオ900円、カレー900円、塩850円","小ラーメン 300g
大ラーメン 500g
固め、やわらかめ はできません。

ニンニク、ヤサイ、アブラ、カラメ、タマネギ、辛あげ（辛い天かす）
以上のトッピングは別皿が出来ます、着席時に申告すれば、OKです。、
卓上調味料、ラー油、お酢、しょうゆ（カラメ）、カエンペッパー、ブラックペッパー",,,https://twitter.com/mendel_kawasaki,
114,麺創研 紅,国分寺,麺創研 紅 国分寺,めんそうけん くれない,https://ramendb.supleks.jp/s/82706.html,87.201,73,東京都,国分寺市,本町2-2-15,35.70065648763518,139.4828864306711,042-349-6690,11:30〜23:00,無休,JR中央本線(東京～塩尻)、JR中央線(快速)など『国分寺駅』（194m）,"■麺類■
紅らーめん・・・850円 辛さ★★★
鬼紅らーめん・・・930円 辛さ★★★★★ ※激辛
みそらーめん・・・830円 辛さ★ ※チビ辛

紅つけ麺・・・920円 辛さ★★★
鬼紅つけ麺・・・1000円 辛さ★★★★★※激辛
みそつけ麺・・・900円 辛さ★※チビ辛

お子様らーめん・・・500円 辛さナシ ※塩分1/2、植物油使用

■トッピング・追加メニュー■
自家製温泉卵・・・+100円
大盛・・・+130円
メガ盛・・・+390円 ※麺・バラ肉1.5倍、野菜3倍!
ドカ野菜・・・+150円 ※野菜3倍!
バラ肉ダブル・・・+220円 ※バラ肉2倍!

■ご飯もの■
紅丼・・・290円
紅丼（大）・・・420円
ライス・・・100円 ※大盛無料

■おみやげ■
おみやげ 紅・・・850円
おみやげ 鬼紅(限定)・・・930円
おみやげ みそ・・・830円","麺創研 紅 府中の2号店になります。

■TV【鉄腕ダッシュ】に登場！
■TV番組【有吉AKB共和国】に登場！
■ラーメン大賞 2012 新人賞 つけ麺部門全国1位
■ラーメン大賞 2012 名店みそ部門全国4位
■ラーメン大賞 2012 新人賞 しょう油部門全国6位
■TRY新人賞 みそ部門第1位
■2013 ラーメンWalker 武蔵野・多摩 新店部門第2位
■ラーメンWalker 武蔵野・多摩 新店部門第2位
■『今すぐ食べたい!すごいラーメン』京王線沿線4天王！",http://www.mensoken.jp/,https://www.facebook.com/mensoken,https://twitter.com/mensoken,
115,ぶたのジョー,,ぶたのジョー,ぶたのじょー,https://ramendb.supleks.jp/s/86843.html,87.116,107,埼玉県,草加市,瀬崎3-40-25,35.810267038282326,139.8048067495987,非公開,11:30～14:30／18:00～21:00,月曜,東武伊勢崎線『谷塚駅』（599m）,"ラーメン 小750円・中860円・大970円
塩 小750円・中860円・大970円
辛ラーメン 小860円・中970円・大1080円
味噌 小860円・中970円・大1080円
まぜそば 小860円・中970円・大1080円
限定 小860円・中970円・大1080円
テキサス 320円・大540円",,,,https://twitter.com/o5Njo1PFUb7CUCS,
116,立川マシマシ秘密工場,,立川マシマシ秘密工場,たちかわましましひみつこうじょう,https://ramendb.supleks.jp/s/82742.html,87.111,81,東京都,青梅市,河辺町9-5-5,35.7838106,139.2906117,0428-21-6400,"11:00～15:00／17:30～21:30
[土・日・祝] 11:00～16:00",未定（暫くは無休とのこと）,JR青梅線『河辺駅』（602m）,"<2018年09月現在>
・ラーメン （麺か豆腐 0円、  麺マシ 100円）
 大(450g)850円
 中(300g)、小(200g)、ミニ(150g) 各750円
・つけ麺
 大(600g)1000円  （麺か豆腐 0円、  麺マシ 100円）
 中(450g)、小(300g)、ミニ(200g) 各900円

・トッピング
 豚マシ 200円、豚マシマシ 400円、生たまご 50円、海老辛味 100円
 魚粉 50円、味付け玉子 100円、玉ねぎ 100円、味付ネギ 150円
 粉チーズ 100円、ニラキムチ 100円、うずら 150円、メンマ150円
 つけ味orラー油 100円、大量もやし100円

・無料トッピング
 ヤサイ、ニンニク、アブラ （少なめ、普通、マシ、マシマシから選択）
・その他
 持ち帰り豚 1,000円、 持ち帰りアブラ 500円","つけ麺専門店 二代目のぶのリニューアル
立川マシマシの姉妹店",,,https://twitter.com/TachikawaMashi2,
